all_cc_inx,VAdjMat,MDEC.12,nAtomLAC,nAtomLC,khs.ssCH2,Kier1,Kier2,FMF,VP.1,C2SP3,nAtom,nAcid,mz
all-cc-202,-0.233956267,0.743119307,-0.873722093,-0.467323963,-0.406142482,-0.293879902,-0.360776379,-0.523974039,-0.396969758,-0.751629162,-0.341949437,-0.671111197,-0.352366851
all-cc-203,0.266818887,0.400684724,-0.873722093,-0.38275633,-0.067246552,-0.190619462,-0.174929242,1.042785146,-0.001615254,-0.495726044,0.01662776,-0.671111197,-0.186283697
all-cc-204,-1.490450905,-0.666356866,-1.037517843,-0.805594497,-0.745038411,-0.976426595,-0.741803932,0.322075921,-1.049513314,-0.751629162,-0.963483246,-0.671111197,-1.123860116
all-cc-206,-1.18762552,0.049818277,-0.873722093,-0.805594497,-0.660314429,-0.85268369,-0.676483223,0.061752857,-0.857456694,-0.666328122,-0.724431781,-0.671111197,-1.001577826
all-cc-207,0.137282466,-0.928406444,0.436643906,-0.38275633,-0.745038411,-0.45773633,-0.415272835,1.732159187,-0.337329702,-0.666328122,-0.437570023,-0.671111197,-0.430781622
all-cc-208,-0.153376842,0.43565493,-0.873722093,0.040081838,-0.321418499,-0.231695872,-0.137928839,-0.56075882,-0.307732984,-0.495726044,-0.150708265,-0.671111197,-0.365090131
all-cc-209,-0.076227387,-0.928406444,-0.709926343,-0.63645923,-0.575590446,-0.493369042,-0.512207499,1.309134207,-0.587151605,-0.751629162,-0.628811195,-0.671111197,-0.448395287
all-cc-210,-0.153376842,-0.216363632,-0.382334844,-0.129053429,-0.406142482,-0.400125454,-0.360776379,1.168125881,-0.415122024,-0.410425005,-0.365854584,-0.671111197,-0.46990122
all-cc-211,-0.318284895,0.717409776,-0.218539094,-0.551891597,-0.236694517,-0.522769795,-0.508293589,0.646395072,-0.415775896,-0.325123965,-0.318044291,-0.671111197,-0.574303216
all-cc-212,0.068869117,0.235637656,-0.054743344,-0.467323963,-0.406142482,-0.372660427,-0.44882989,0.568840493,-0.331723928,-0.581027083,-0.365854584,-0.671111197,-0.369714758
all-cc-213,-0.153376842,-0.375817183,-0.546130593,-0.467323963,-0.575590446,-0.400125454,-0.404181348,0.604092574,-0.492414228,-0.581027083,-0.485380316,-0.671111197,-0.435194949
all-cc-215,-0.406728708,-0.928406444,-0.873722093,-0.721026864,-0.745038411,-0.418211022,-0.508293589,-0.439369043,-0.294004567,-0.751629162,-0.748336927,0.50232874,0.892008171
all-cc-216,-0.318284895,-0.928406444,-0.873722093,-0.63645923,-0.745038411,-0.522769795,-0.543450308,0.646395072,-0.718197563,-0.751629162,-0.748336927,0.50232874,-0.553141026
all-cc-217,0.068869117,-0.928406444,-0.709926343,-0.38275633,-0.575590446,-0.372660427,-0.378798559,1.344386289,-0.275149653,-0.666328122,-0.509285463,-0.671111197,-0.126344781
all-cc-218,-0.406728708,0.112577177,-0.873722093,-0.298188696,-0.236694517,-0.418211022,-0.261563433,-0.439369043,-0.478287606,-0.410425005,-0.437570023,-0.671111197,-0.474406281
all-cc-219,0.068869117,-0.928406444,-0.873722093,0.124649472,-0.321418499,-0.215602125,-0.190430337,0.987635223,-0.320974679,-0.495726044,-0.270233998,-0.671111197,-0.299893995
all-cc-220,-0.701333041,-0.374708307,-0.709926343,-0.63645923,-0.660314429,-0.604582754,-0.622576449,-0.275135815,-0.625193086,-0.666328122,-0.604906048,-0.671111197,-0.57920275
all-cc-221,-0.318284895,0.351568862,-0.709926343,-0.551891597,-0.490866464,-0.522769795,-0.543450308,0.956613391,-0.452973606,-0.325123965,-0.38975973,-0.671111197,-0.483029479
all-cc-222,-0.597719779,-0.500400781,-0.873722093,-0.721026864,-0.575590446,-0.705939365,-0.682780334,0.819752368,-0.652605039,-0.666328122,-0.748336927,-0.671111197,-0.592521154
all-cc-223,0.387712914,-0.166721304,-0.218539094,-0.213621063,-0.321418499,-0.219427818,-0.286514633,1.510574674,0.000173993,-0.666328122,-0.126803119,-0.671111197,-0.082075138
all-cc-224,-0.002227783,-0.207772314,-0.382334844,-0.63645923,-0.406142482,-0.575648771,-0.542194338,1.591150861,-0.33619093,-0.581027083,-0.413664877,-0.671111197,-0.530896634
all-cc-225,-0.701333041,-0.197095582,-0.382334844,-0.63645923,-0.660314429,-0.604582754,-0.545993114,-0.275135815,-0.657982875,-0.410425005,-0.533190609,-0.671111197,-0.74008445
all-cc-228,-1.490450905,-0.928406444,-0.873722093,-0.974729764,-0.745038411,-0.976426595,-0.780828729,0.322075921,-1.096702728,-0.751629162,-1.011293539,0.50232874,-1.115236918
all-cc-229,0.658774858,0.819295598,-0.546130593,-0.129053429,-0.151970535,0.081746302,-0.242502224,0.698098125,0.168508387,-0.581027083,0.064438053,-0.671111197,0.283967925
all-cc-230,-1.332722024,-0.187078889,-1.037517843,-0.890162131,-0.745038411,-0.914591452,-0.686398356,0.181067594,-1.002468154,-0.751629162,-0.86786266,-0.671111197,-1.049729715
all-cc-231,-0.406728708,0.41443493,-0.873722093,-0.298188696,-0.406142482,-0.418211022,-0.322952131,-0.439369043,-0.506118279,-0.751629162,-0.413664877,-0.671111197,-0.574413004
all-cc-232,0.068869117,0.483881228,-0.709926343,-0.467323963,-0.660314429,-0.045086949,-0.273935924,-0.654135571,-0.314234563,-0.666328122,-0.126803119,-0.671111197,-0.182172724
all-cc-233,-0.597719779,-0.110374204,-0.709926343,-0.467323963,-0.660314429,-0.542479205,-0.534424067,-0.335962937,-0.609738209,-0.581027083,-0.533190609,-0.671111197,-0.596455682
all-cc-234,-0.811229632,-0.733086221,-0.873722093,-0.890162131,-0.745038411,-0.66666085,-0.637401174,-0.206705304,-0.91239802,-0.751629162,-0.891767806,-0.671111197,-0.801572606
all-cc-235,-0.318284895,0.195242716,-0.873722093,-0.551891597,-0.490866464,-0.522769795,-0.425900775,0.801504232,-0.486569458,-0.751629162,-0.485380316,-0.671111197,-0.522326152
all-cc-236,-0.597719779,-0.928406444,-0.546130593,-0.721026864,-0.490866464,-0.850553531,-0.670626042,1.732159187,-0.693405834,-0.666328122,-0.724431781,-0.671111197,-0.866587068
all-cc-237,-1.332722024,-0.928406444,-0.873722093,-0.890162131,-0.745038411,-0.914591452,-0.765719419,0.181067594,-1.085648779,-0.751629162,-1.011293539,0.50232874,-1.041265101
all-cc-239,-0.233956267,-0.006915771,-0.546130593,-0.213621063,-0.151970535,-0.461491331,-0.262078239,1.43671317,-0.324122955,-0.410425005,-0.294139144,-0.671111197,-0.55683245
all-cc-240,-1.490450905,-0.928406444,-0.709926343,-0.805594497,-0.575590446,-0.976426595,-0.741803932,0.322075921,-1.020417687,-0.666328122,-0.915672953,-0.671111197,-1.115081319
all-cc-241,-1.18762552,-0.928406444,-0.873722093,-0.721026864,-0.660314429,-0.85268369,-0.629032922,0.061752857,-0.975940873,-0.751629162,-0.915672953,0.50232874,-1.001894817
all-cc-242,-2.06772427,-0.928406444,-1.037517843,-0.974729764,-0.745038411,-1.161223988,-0.85995487,0.956613391,-1.193633662,-0.751629162,-1.106914125,-0.671111197,-1.30259999
all-cc-243,-0.233956267,-0.613578585,-0.218539094,-0.721026864,-0.745038411,-0.613397234,-0.654427686,0.801504232,-0.661567953,-0.751629162,-0.724431781,-0.671111197,-0.605459563
all-cc-244,-1.18762552,0.21623868,-0.546130593,-0.721026864,-0.660314429,-0.85268369,-0.629032922,0.061752857,-0.919619072,-0.666328122,-0.79614722,-0.671111197,-1.006072299
all-cc-246,-1.490450905,-0.928406444,-0.709926343,-0.974729764,-0.745038411,-1.125757822,-0.829273305,1.732159187,-1.026642254,-0.751629162,-1.011293539,-0.671111197,-1.224067069
all-cc-247,-1.332722024,-0.333109985,-0.709926343,-0.974729764,-0.745038411,-1.066897861,-0.812767666,1.450142534,-0.965398927,-0.751629162,-0.939578099,-0.671111197,-1.163005219
all-cc-248,-0.499710041,-0.928406444,-0.382334844,-0.805594497,-0.745038411,-0.921509677,-0.769838988,1.732159187,-0.70993578,-0.751629162,-0.820052367,-0.671111197,-0.90160377
all-cc-249,-0.076227387,-0.928406444,-0.054743344,-0.63645923,-0.745038411,-0.761852355,-0.696574043,1.732159187,-0.502587881,-0.751629162,-0.676621488,-0.671111197,-0.683701029
all-cc-250,-1.18762552,-0.928406444,-0.873722093,-0.721026864,-0.660314429,-0.85268369,-0.629032922,0.061752857,-0.975940873,-0.751629162,-0.915672953,0.50232874,-0.906126282
all-cc-251,-1.18762552,-0.646815847,-0.709926343,-0.805594497,-0.660314429,-0.85268369,-0.676483223,0.061752857,-0.981937032,-0.666328122,-0.891767806,0.50232874,-0.893057666
all-cc-252,-1.18762552,-0.659362738,-0.709926343,-0.805594497,-0.660314429,-0.85268369,-0.676483223,0.061752857,-0.961871902,-0.666328122,-0.843957513,-0.671111197,-0.88427612
all-cc-253,-1.05328714,-0.477020558,-0.873722093,-0.721026864,-0.660314429,-0.79071887,-0.621273961,-0.040516919,-0.914697545,-0.751629162,-0.843957513,0.50232874,-0.845064432
all-cc-254,-1.05328714,-0.928406444,-0.873722093,-0.721026864,-0.660314429,-0.79071887,-0.621273961,-0.040516919,-0.95532292,-0.751629162,-0.891767806,0.50232874,-0.836441383
all-cc-255,-1.18762552,0.21623868,-0.546130593,-0.721026864,-0.660314429,-0.85268369,-0.629032922,0.061752857,-0.919619072,-0.666328122,-0.79614722,-0.671111197,-0.910303765
all-cc-256,-1.490450905,-0.928406444,-1.037517843,-0.890162131,-0.745038411,-0.976426595,-0.812767666,0.322075921,-1.046579566,-0.751629162,-0.987388392,-0.671111197,-0.936746227
all-cc-257,-1.18762552,-0.69161792,-0.873722093,-0.890162131,-0.745038411,-0.85268369,-0.676483223,0.061752857,-0.995370954,-0.751629162,-0.939578099,0.50232874,-0.90184212
all-cc-258,-1.05328714,-0.577060967,-0.873722093,-0.805594497,-0.660314429,-0.79071887,-0.621273961,-0.040516919,-0.915755936,-0.751629162,-0.86786266,0.50232874,-0.840777377
all-cc-259,-0.597719779,-0.114157477,-0.382334844,-0.551891597,-0.745038411,-0.705939365,-0.622576449,0.45478964,-0.730297386,-0.751629162,-0.700526634,0.50232874,-0.683780889
all-cc-280,-0.318284895,-0.214419184,-0.218539094,-0.63645923,-0.490866464,-0.673098198,-0.55845467,1.568886388,-0.531558516,-0.666328122,-0.533190609,-0.671111197,-0.679114305
all-cc-281,0.658774858,0.065899998,-0.054743344,0.040081838,-0.660314429,0.081746302,-0.178360469,0.886109227,-0.063699726,-0.751629162,-0.126803119,-0.671111197,0.179087564
all-cc-282,-1.332722024,-0.928406444,-0.709926343,-0.805594497,-0.660314429,-0.732862215,-0.629032922,-1.370023998,-1.005460157,-0.410425005,-0.820052367,0.50232874,-0.932117797
all-cc-283,0.84976593,-0.282791494,-0.054743344,0.040081838,-0.660314429,0.324490409,-0.116405551,0.558360144,0.08131478,-0.410425005,0.064438053,-0.671111197,0.492794571
all-cc-284,-0.499710041,0.339363971,-0.382334844,-0.805594497,-0.406142482,-0.791717462,-0.751522752,1.002233732,-0.552405903,-0.325123965,-0.557095755,-0.671111197,-0.770606555
all-cc-285,0.266818887,0.017060658,0.109052406,-0.298188696,-0.745038411,-0.190619462,-0.336340203,0.468306778,-0.350779428,-0.751629162,-0.413664877,-0.671111197,-0.178343628
all-cc-286,-0.002227783,-0.177310032,0.109052406,-0.213621063,-0.575590446,-0.433089973,-0.464324168,0.922894008,-0.449676106,-0.666328122,-0.46147517,-0.671111197,-0.41349253
all-cc-287,0.387712914,0.269091219,-0.054743344,-0.298188696,-0.745038411,-0.068749508,-0.27212176,0.341525345,-0.264646319,-0.751629162,-0.222423705,-0.671111197,-0.030033595
all-cc-288,-0.002227783,-0.177310032,0.109052406,-0.213621063,-0.660314429,-0.433089973,-0.464324168,0.922894008,-0.490511409,-0.751629162,-0.509285463,-0.671111197,-0.422273876
all-cc-289,1.02253837,1.615677464,0.272848156,-0.38275633,-0.406142482,0.269588011,-0.367002272,0.539011808,0.54277718,0.016080192,0.446920397,-0.671111197,0.589207703
all-cc-291,0.756784596,3.435139826,0.272848156,-0.298188696,0.01747743,0.05477977,-0.493063481,0.637271004,0.490485794,0.101381231,0.470825544,0.50232874,0.267128008
all-cc-292,0.068869117,-0.719986486,-0.382334844,-0.805594497,-0.660314429,-0.648618501,-0.788262024,0.604092574,-0.405573485,-0.410425005,-0.485380316,-0.671111197,-0.335194761
all-cc-293,-0.002227783,0.329303811,-0.054743344,-0.63645923,-0.490866464,-0.575648771,-0.659941571,1.027117554,-0.387285479,-0.495726044,-0.485380316,-0.671111197,-0.500581908
all-cc-295,-0.499710041,-0.267592484,-0.546130593,-0.551891597,-0.660314429,-0.645010836,-0.572912354,0.353411105,-0.705278592,-0.751629162,-0.676621488,-0.671111197,-0.709861651
all-cc-296,0.756784596,1.100692492,0.272848156,-0.298188696,-0.406142482,0.05477977,-0.400521913,0.637271004,0.205994002,-0.325123965,0.0883432,-0.671111197,0.249089565
all-cc-298,-0.076227387,-0.519418205,-0.709926343,-0.467323963,-0.406142482,-0.493369042,-0.512207499,1.027117554,-0.371623805,-0.154521887,-0.365854584,-0.671111197,-0.452496676
all-cc-299,1.02253837,0.636437552,-0.054743344,0.293784739,-0.575590446,0.415185957,0.064256123,1.11172255,0.308673837,-0.751629162,0.183963786,-0.671111197,0.571394066
all-cc-300,1.142102923,-0.467776537,0.109052406,0.378352372,-0.575590446,0.596630006,0.011060659,0.866433647,0.457972244,0.101381231,0.399110104,-0.671111197,0.972180624
all-cc-301,-0.597719779,-0.276054719,-0.218539094,-0.721026864,-0.745038411,-0.705939365,-0.586676626,1.002233732,-0.736907844,-0.751629162,-0.748336927,-0.671111197,-0.80573281
all-cc-302,-0.076227387,-0.197088312,-0.054743344,-0.38275633,-0.745038411,-0.493369042,-0.512207499,0.886109227,-0.555948886,-0.751629162,-0.581000902,-0.671111197,-0.483335947
all-cc-303,0.068869117,0.207533296,0.109052406,-0.213621063,-0.575590446,-0.372660427,-0.415272835,0.827355758,-0.392533782,-0.666328122,-0.38975973,-0.671111197,-0.352430458
all-cc-304,0.203207497,0.572121216,-0.054743344,-0.298188696,-0.575590446,-0.251412193,-0.350949917,0.539011808,-0.302003378,-0.666328122,-0.246328851,-0.671111197,-0.117133672
all-cc-307,0.803871362,1.100692492,0.272848156,-0.298188696,-0.406142482,0.114572607,-0.402521502,0.579919718,0.258269146,-0.325123965,0.160058639,-0.671111197,0.327555745
all-cc-308,0.756784596,1.100692492,0.272848156,-0.298188696,-0.321418499,0.05477977,-0.400521913,0.637271004,0.285300317,-0.154521887,0.231774079,-0.671111197,0.371202573
all-cc-309,0.756784596,-0.928196996,1.091826905,0.040081838,1.45778513,1.082330238,1.534160363,-1.370023998,0.881983314,1.636799938,1.092359352,-0.671111197,0.799203008
all-cc-310,0.756784596,1.635127016,0.272848156,-0.298188696,-0.321418499,0.05477977,-0.420806009,0.637271004,0.273581204,-0.069220847,0.231774079,-0.671111197,0.275434039
all-cc-312,0.203207497,-0.037733893,-0.054743344,-0.298188696,-0.660314429,-0.398438033,-0.491238248,0.863547895,-0.360682373,-0.666328122,-0.413664877,-0.671111197,-0.291527406
all-cc-313,-1.854214417,-0.721238062,-0.709926343,-1.059297398,-0.745038411,-1.099782199,-0.84513907,0.698098125,-1.16098867,-0.751629162,-1.083008978,-0.671111197,-1.232915058
all-cc-315,-1.854214417,-0.488935941,-0.873722093,-0.974729764,-0.660314429,-0.919783716,-0.695817174,-1.370023998,-1.008060634,-0.581027083,-0.843957513,0.50232874,-1.149795497
all-cc-316,-0.002227783,0.136466123,0.109052406,-0.38275633,-0.660314429,-0.433089973,-0.464324168,0.788016479,-0.440129121,-0.495726044,-0.413664877,-0.671111197,-0.404710748
all-cc-317,0.328273537,0.551370751,0.272848156,-0.298188696,-0.151970535,-0.129728838,-0.286514633,0.624236621,0.06752325,0.101381231,0.040532907,-0.671111197,0.013929965
all-cc-318,0.203207497,-0.42971859,-0.054743344,-0.38275633,-0.660314429,-0.398438033,-0.517274289,0.863547895,-0.433505412,-0.751629162,-0.509285463,-0.671111197,-0.291685554
all-cc-320,0.894527181,2.405797358,0.272848156,-0.213621063,-0.321418499,0.234511224,-0.324826669,0.558360144,0.463200736,-0.069220847,0.399110104,-0.671111197,0.449838036
all-cc-321,-1.490450905,-0.537765997,-0.873722093,-0.890162131,-0.745038411,-0.976426595,-0.780828729,0.322075921,-1.054630058,-0.751629162,-0.939578099,-0.671111197,-1.110791351
all-cc-322,0.203207497,1.02331713,-0.218539094,-0.63645923,-0.490866464,-0.398438033,-0.640862158,0.739460568,-0.150429431,-0.325123965,-0.174613412,-0.671111197,-0.282428457
all-cc-324,-1.663223345,-0.70389285,-1.037517843,-0.974729764,-0.745038411,-1.038167334,-0.79487479,0.491285913,-1.114993971,-0.751629162,-1.011293539,-0.671111197,-1.171853422
all-cc-325,0.756784596,1.101329846,0.272848156,-0.38275633,-0.406142482,-0.084764121,-0.542679305,0.886109227,0.260722538,-0.069220847,0.160058639,-0.671111197,0.214372403
all-cc-326,-1.332722024,-0.928406444,-1.037517843,-0.974729764,-0.745038411,-0.914591452,-0.795843521,0.181067594,-0.913268421,-0.751629162,-1.154724418,-0.671111197,-0.719550931
all-cc-327,-0.597719779,0.282756705,-0.546130593,-0.805594497,-0.575590446,-0.850553531,-0.788460132,0.956613391,-0.67390594,-0.666328122,-0.628811195,-0.671111197,-0.831619396
all-cc-328,-0.002227783,-0.302555699,-0.054743344,-0.38275633,-0.745038411,-0.433089973,-0.496113013,0.788016479,-0.534451518,-0.751629162,-0.557095755,-0.671111197,-0.413651113
all-cc-330,0.501045978,-0.092130654,0.272848156,-0.298188696,0.102201412,-0.242014478,-0.550207637,0.983356349,0.112477569,0.101381231,0.01662776,-0.671111197,-0.020935082
all-cc-331,0.607708422,1.551715393,0.764235405,-0.129053429,0.102201412,-0.259582061,-0.549412559,1.215128656,0.377934037,0.27198331,0.279584372,-0.671111197,0.023039177
all-cc-332,-1.332722024,-0.721238062,-0.873722093,-0.890162131,-0.745038411,-0.914591452,-0.765719419,0.181067594,-1.045023404,-0.751629162,-0.963483246,0.50232874,-1.049887863
all-cc-334,1.063275783,3.780689129,0.272848156,0.124649472,0.186925395,0.475589135,-0.272865211,0.294562101,0.787480077,0.27198331,0.733782155,1.675768677,0.702867232
all-cc-335,-1.854214417,-0.014270961,-0.546130593,-0.890162131,-0.490866464,-0.919783716,-0.751522752,-1.370023998,-0.954415566,-0.410425005,-0.748336927,-0.671111197,-1.228103375
all-cc-337,-0.701333041,-0.287450265,-0.218539094,-0.721026864,-0.745038411,-0.766710745,-0.69994423,0.374954044,-0.80368476,-0.751629162,-0.772242074,-0.671111197,-0.840608556
all-cc-338,0.555161596,-0.201097497,-0.546130593,-0.38275633,-0.575590446,0.637895459,0.295026282,-1.370023998,-0.018518928,-0.325123965,0.112248346,-0.671111197,0.518970634
all-cc-339,-0.318284895,-0.467546636,-0.218539094,-0.467323963,-0.660314429,-0.522769795,-0.508293589,0.646395072,-0.636811198,-0.751629162,-0.628811195,-0.671111197,-0.587896527
all-cc-341,0.658774858,1.667218246,-0.218539094,-0.38275633,-0.490866464,0.081746302,-0.178360469,0.604092574,0.054418502,-0.495726044,0.064438053,-0.671111197,0.179404295
all-cc-342,-0.406728708,-0.478233657,-0.382334844,-0.721026864,-0.745038411,-0.732550679,-0.665451687,0.870441636,-0.746647278,-0.751629162,-0.772242074,-0.671111197,-0.710020234
all-cc-344,1.063275783,2.235386943,0.272848156,-0.213621063,-0.406142482,0.475589135,-0.208133058,0.370225106,0.608321051,-0.069220847,0.542540983,-0.671111197,0.702550065
all-cc-345,-0.318284895,0.16759823,0.109052406,-0.721026864,-0.660314429,-0.522769795,-0.543450308,0.181067594,-0.585862489,-0.666328122,-0.533190609,-0.671111197,-0.587737943
all-cc-346,0.756784596,1.921786428,0.764235405,0.040081838,0.186925395,-0.084764121,-0.458462972,0.980114779,0.552910618,0.357284349,0.446920397,-0.671111197,0.214847718
all-cc-347,0.708442035,1.477234991,0.272848156,-0.38275633,-0.490866464,-0.14324253,-0.560773783,0.956613391,0.180552051,-0.325123965,0.040532907,-0.671111197,0.127124006
all-cc-348,0.068869117,-0.069053908,-0.054743344,-0.298188696,-0.745038411,-0.372660427,-0.44882989,0.698098125,-0.477309195,-0.751629162,-0.485380316,-0.671111197,-0.352589042
all-cc-349,0.387712914,-0.928406444,0.109052406,-0.044485795,-0.660314429,-0.068749508,-0.235775579,0.983356349,-0.207049484,-0.410425005,-0.222423705,-0.671111197,-0.030033595
all-cc-350,-0.233956267,-0.251766278,0.928031155,0.293784739,0.610545307,-0.109790545,0.299115946,-1.370023998,-0.108902716,0.527886427,0.01662776,-0.671111197,-0.247312901
all-cc-353,0.445265005,0.193231557,0.436643906,-0.298188696,-0.660314429,-0.300849631,-0.487634687,1.178197904,-0.216729304,-0.751629162,-0.341949437,-0.671111197,-0.134686537
